airline,airline_sentiment
US Airways,neutral
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,positive
US Airways,negative
US Airways,positive
US Airways,negative
US Airways,positive
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,neutral
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,positive
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,positive
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,positive
US Airways,positive
US Airways,positive
US Airways,positive
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,positive
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,neutral
US Airways,negative
US Airways,negative
US Airways,neutral
US Airways,positive
US Airways,negative
US Airways,neutral
US Airways,positive
US Airways,negative
US Airways,positive
US Airways,negative
US Airways,neutral
US Airways,negative
US Airways,positive
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,neutral
US Airways,negative
US Airways,neutral
US Airways,negative
US Airways,positive
US Airways,neutral
US Airways,negative
US Airways,negative
US Airways,neutral
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,neutral
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,positive
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,positive
US Airways,positive
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,neutral
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,negative
US Airways,neutral
American,negative
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,positive
American,neutral
American,positive
American,positive
American,neutral
American,negative
American,positive
American,negative
American,positive
American,positive
American,negative
American,neutral
American,negative
American,negative
American,positive
American,neutral
American,negative
American,neutral
American,positive
American,neutral
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,positive
American,negative
American,neutral
American,positive
American,positive
American,negative
American,negative
American,neutral
American,positive
American,positive
American,positive
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
Delta,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,neutral
American,neutral
American,positive
American,positive
American,neutral
American,negative
American,positive
American,neutral
American,positive
American,positive
American,negative
American,neutral
American,negative
American,negative
American,positive
American,neutral
American,negative
American,neutral
American,positive
American,neutral
American,positive
American,negative
American,negative
American,positive
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,positive
American,positive
American,positive
American,negative
American,negative
American,neutral
American,positive
American,neutral
American,positive
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,neutral
American,positive
American,negative
American,negative
American,positive
American,negative
American,neutral
American,positive
American,neutral
American,neutral
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,positive
American,neutral
American,neutral
American,neutral
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,positive
American,neutral
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,positive
American,negative
American,negative
American,neutral
American,negative
American,positive
American,positive
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,positive
American,negative
American,positive
American,negative
American,negative
American,neutral
American,negative
American,neutral
American,positive
American,negative
American,positive
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,positive
American,neutral
American,neutral
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,positive
American,positive
American,neutral
American,neutral
American,neutral
American,negative
American,neutral
American,neutral
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,positive
American,positive
American,neutral
American,positive
American,negative
American,neutral
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,neutral
American,negative
American,neutral
American,positive
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,positive
American,positive
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,neutral
American,negative
American,negative
American,neutral
American,neutral
American,positive
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,neutral
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,positive
American,negative
American,positive
American,neutral
American,negative
American,negative
American,neutral
American,positive
American,negative
American,negative
American,positive
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,neutral
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,positive
American,positive
American,negative
American,negative
American,negative
American,neutral
American,negative
American,positive
American,negative
American,negative
American,positive
American,negative
American,neutral
American,neutral
American,negative
American,positive
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,neutral
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,positive
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,positive
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,positive
American,neutral
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,neutral
American,positive
American,negative
American,negative
American,positive
American,negative
American,neutral
American,negative
American,positive
American,neutral
American,neutral
American,negative
American,positive
American,negative
American,positive
American,negative
American,neutral
American,positive
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,positive
American,negative
American,positive
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,positive
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,neutral
American,negative
American,positive
American,neutral
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,negative
American,positive
American,negative
American,negative
American,neutral
American,positive
American,negative
American,positive
American,negative
American,negative
American,negative
American,positive
American,positive
American,negative
American,positive
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,neutral
American,negative
American,positive
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,positive
American,negative
American,neutral
American,negative
American,negative
American,negative
American,positive
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,positive
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,neutral
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,neutral
American,neutral
American,negative
American,positive
American,neutral
American,positive
American,positive
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,positive
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,positive
American,positive
American,neutral
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,positive
American,negative
American,negative
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,positive
American,positive
American,neutral
American,negative
American,negative
American,positive
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,positive
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,positive
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,neutral
American,neutral
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,positive
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,positive
American,neutral
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,neutral
American,negative
American,negative
American,negative
American,negative
American,positive
American,negative
American,positive
American,negative
American,negative
American,positive
American,negative
